Title,Video URL,Channel,Channel URL,Timestamp,Year,Month,Weekdays,TimeOfDay,Hour
Baby Shark | Animal Songs | PINKFONG Songs for Children,https://www.youtube.com/watch?v=R93ce4FZGbc,Pinkfong Baby Shark - Kids' Songs & Stories,https://www.youtube.com/channel/UCcdwLMPsaU2ezNSJU1nFoBQ,2022-03-03 18:43:59+04:00,2022,3,0,After Work Hours,18
BEST Baby Shark Sing Along Songs | +Compilation | Nursery Rhymes for Kids | Baby Shark Official,https://www.youtube.com/watch?v=UeIK3brZM20,Baby Shark Official,https://www.youtube.com/channel/UCNVE4szbMrOZk9IheX8vHbQ,2022-03-03 18:43:16+04:00,2022,3,0,After Work Hours,18
Bath Song! | @CoComelon  | Kids Karaoke Videos | Nursery Rhymes | ABCs And 123s,https://www.youtube.com/watch?v=WsfYE3c5E94,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-03-03 18:42:53+04:00,2022,3,0,After Work Hours,18
Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-03-03 18:39:00+04:00,2022,3,0,After Work Hours,18
What's This? What's That? | + More Kids Songs  | Super Simple Songs,https://www.youtube.com/watch?v=zdTzGWSzyqE,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-03-03 18:35:37+04:00,2022,3,0,After Work Hours,18
How Falling Behind Can Get You Ahead | David Epstein | TEDxManchester,https://www.youtube.com/watch?v=BQ2_BwqcFsc,TEDx Talks,https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,2022-03-03 14:17:11+04:00,2022,3,0,Working Hours,14
"what it’s ACTUALLY like to work at FAANG... (Facebook/Meta, Amazon, Netflix, Google, Apple)",https://www.youtube.com/watch?v=64OHAH0NbP8,Tina Huang,https://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,2022-03-03 13:58:07+04:00,2022,3,0,Working Hours,13
Install Python Packages with pip and conda,https://www.youtube.com/watch?v=Z_Kxg-EYvxM,APMonitor.com,https://www.youtube.com/channel/UC2GuY-AxnNxIJFAVfEW0QFA,2022-03-03 10:54:14+04:00,2022,3,0,Working Hours,10
Spyder says: Don't mix pip and conda,https://www.youtube.com/watch?v=Ul79ihg41Rs,Spyder IDE,https://www.youtube.com/channel/UCAOyvaOj7dMnavvGUkz9Djg,2022-03-03 10:23:53+04:00,2022,3,0,Working Hours,10
10 min Morning Yoga Full Body Stretch - Yoga with Kassandra,https://www.youtube.com/watch?v=4pKly2JojMw,Yoga with Kassandra,https://www.youtube.com/channel/UCX32D3gKXENrhOXdZjWWtMA,2022-03-03 07:47:51+04:00,2022,3,0,Early Morning,7
10 Minute Morning Yoga to FEEL INCREDIBLE! (Beginner Friendly Yoga),https://www.youtube.com/watch?v=FcXEZF6y5WQ,Yoga With Bird,https://www.youtube.com/channel/UCxYVPua6HC46HzgT8IIn3vg,2022-03-03 07:46:56+04:00,2022,3,0,Early Morning,7
"Sesame Street: Healthy Teeth, Healthy Me: Brushy Brush PSA",https://www.youtube.com/watch?v=wxMrtK-kYnE,Sesame Street,https://www.youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg,2022-03-02 20:25:29+04:00,2022,3,0,After Work Hours,20
If You're Happy and You Know It Song | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=9hfsBgavsmc,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-03-02 20:24:02+04:00,2022,3,0,After Work Hours,20
Bath Song + More Nursery Rhymes & Kids Songs - CoComelon,https://www.youtube.com/watch?v=ZzAm13KsBCc,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-03-02 19:56:57+04:00,2022,3,0,After Work Hours,19
Yes Yes Vegetables! | Kids Learning Videos | Nursery Rhymes | ABCs And 123s,https://www.youtube.com/watch?v=5-FccrPhWtQ,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-03-02 18:09:10+04:00,2022,3,0,After Work Hours,18
Wheels On The Bus (School Version) | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=oLnd4G7dsHg,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-03-02 18:05:43+04:00,2022,3,0,After Work Hours,18
Old MacDonald Had A Farm - MooMoo & The Barn House Family #SingAlong #NurseryRhymes,https://www.youtube.com/watch?v=M3WvViAUgyg,Kartun Studios,https://www.youtube.com/channel/UCORc3AiSF6XYjTZapfvd16w,2022-03-02 18:04:49+04:00,2022,3,0,After Work Hours,18
The Wheels On the Bus Go Rounds and Round | @CoComelon  | Kids Karaoke Mix!,https://www.youtube.com/watch?v=ztEmqebRTNo,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-03-02 18:03:48+04:00,2022,3,0,After Work Hours,18
Baby Shark Doo Doo Doo 60 Min | +Compilation | Baby Shark Remix | Baby Shark Official,https://www.youtube.com/watch?v=4bMOTTJqGgM,Baby Shark Official,https://www.youtube.com/channel/UCNVE4szbMrOZk9IheX8vHbQ,2022-03-02 17:59:07+04:00,2022,3,0,After Work Hours,17
Old MacDonald Had a Farm • Nursery Rhymes Song with Lyrics • Animated Cartoon for Kids,https://www.youtube.com/watch?v=dpnUYVezBVw,"Kids' Songs, from BusSongs.com",https://www.youtube.com/channel/UCKSd11cg6cShO7K6tIZUWjQ,2022-03-02 17:55:23+04:00,2022,3,0,After Work Hours,17
Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-03-02 17:51:22+04:00,2022,3,0,After Work Hours,17
,,,,2022-03-02 13:25:46+04:00,2022,3,0,Working Hours,13
WHEN YOUR MOM MAKES YOU INTO JOHN STOCKTON 🩳😒 : Jimmy O. Yang,https://www.youtube.com/watch?v=7UXqjvFaZ44,Laugh Society,https://www.youtube.com/channel/UCk2hNddcrBOJ_vwlFohhP-Q,2022-03-02 13:13:03+04:00,2022,3,0,Working Hours,13
10 min Gentle Morning Yoga for Beginners - EASY STRETCHES,https://www.youtube.com/watch?v=XJuYUzMIz3c,Yoga with Kassandra,https://www.youtube.com/channel/UCX32D3gKXENrhOXdZjWWtMA,2022-03-02 08:13:18+04:00,2022,3,0,Early Morning,8
Baby Shark Dance | #babyshark Most Viewed Video | Animal Songs | PINKFONG Songs for Children,https://www.youtube.com/watch?v=XqZsoesa55w,Pinkfong Baby Shark - Kids' Songs & Stories,https://www.youtube.com/channel/UCcdwLMPsaU2ezNSJU1nFoBQ,2022-03-02 07:59:38+04:00,2022,3,0,Early Morning,7
This Is The Way | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=4XLQpRI_wOQ,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-03-01 20:37:00+04:00,2022,3,0,After Work Hours,20
"Sesame Street: Healthy Teeth, Healthy Me: Brushy Brush PSA",https://www.youtube.com/watch?v=wxMrtK-kYnE,Sesame Street,https://www.youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg,2022-03-01 20:35:26+04:00,2022,3,0,After Work Hours,20
Balloon Boat Race | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=GDMel6oO2fU,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-03-01 18:22:44+04:00,2022,3,0,After Work Hours,18
Yes Yes Vegetables! | Kids Learning Videos | Nursery Rhymes | ABCs And 123s,https://www.youtube.com/watch?v=5-FccrPhWtQ,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-03-01 18:18:02+04:00,2022,3,0,After Work Hours,18
"Peekaboo, Thank You! | Kids Song | Super Simple Songs",https://www.youtube.com/watch?v=a728rGeMb54,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-03-01 18:16:21+04:00,2022,3,0,After Work Hours,18
Wheels On The Bus!! (Family Version) | @CoComelon | Nursery Rhymes | Sing Along,https://www.youtube.com/watch?v=1yRG5RAM2KE,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-03-01 18:12:32+04:00,2022,3,0,After Work Hours,18
"Our Favorite Bedtime Songs | Twinkle Twinkle Little Star, Sweet Dreams, & Little Snowflake",https://www.youtube.com/watch?v=VNzRAjbs204,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-03-01 18:10:22+04:00,2022,3,0,After Work Hours,18
Five Little Ducks | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=pZw9veQ76fo,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-03-01 18:07:16+04:00,2022,3,0,After Work Hours,18
Skidamarink A Dink A Dink | Nursery Rhyme | Super Simple Songs,https://www.youtube.com/watch?v=6916kVhbEZw,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-03-01 18:04:42+04:00,2022,3,0,After Work Hours,18
拔萝卜 | 经典儿歌 | 國語童謠 | 最好的儿歌 | 卡通动画 | 贝瓦儿歌,https://www.youtube.com/watch?v=gnD1zHblo0Q,貝瓦兒歌 - 經典童謠 - 卡通動畫 - 最好的儿歌,https://www.youtube.com/channel/UC8iaBqk3DS865Up2qxHsKUQ,2022-03-01 18:02:52+04:00,2022,3,0,After Work Hours,18
【可一儿歌】071 数鸭子丨KeYi Children's Song丨【三淼儿童官方频道】,https://www.youtube.com/watch?v=O9VThatMj8U,三淼儿童官方频道,https://www.youtube.com/channel/UC8xZAev47vmdVdel-CnB83g,2022-03-01 18:00:26+04:00,2022,3,0,After Work Hours,18
Understanding Chi-Square and Fisher's Exact Tests,https://www.youtube.com/watch?v=p2c4C2D7ZZc,GraphPad Software,https://www.youtube.com/channel/UCXl_sLsn8qknuNCTF8AoJuw,2022-03-01 11:47:39+04:00,2022,3,0,Working Hours,11
Wake Up Yoga  |  11-Minute Morning Yoga Practice,https://www.youtube.com/watch?v=UEEsdXn8oG8,Yoga With Adriene,https://www.youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA,2022-03-01 08:32:10+04:00,2022,3,0,Early Morning,8
This Is The Way | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=4XLQpRI_wOQ,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-28 20:51:39+04:00,2022,2,0,After Work Hours,20
"Sesame Street: Healthy Teeth, Healthy Me: Brushy Brush PSA",https://www.youtube.com/watch?v=wxMrtK-kYnE,Sesame Street,https://www.youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg,2022-02-28 20:50:05+04:00,2022,2,0,After Work Hours,20
好宝宝 | 网红儿歌 | 經典童謠 | 最好的儿歌 | 卡通动画 | 贝瓦儿歌,https://www.youtube.com/watch?v=4wKcdEFUy8M,貝瓦兒歌 - 經典童謠 - 卡通動畫 - 最好的儿歌,https://www.youtube.com/channel/UC8iaBqk3DS865Up2qxHsKUQ,2022-02-28 19:48:33+04:00,2022,2,0,After Work Hours,19
Old MacDonald Had a Farm • Nursery Rhymes Song with Lyrics • Animated Cartoon for Kids,https://www.youtube.com/watch?v=dpnUYVezBVw,"Kids' Songs, from BusSongs.com",https://www.youtube.com/channel/UCKSd11cg6cShO7K6tIZUWjQ,2022-02-28 19:44:56+04:00,2022,2,0,After Work Hours,19
Wheels on the Bus (Play Version)! |@CoComelon  | Nursery Rhymes | Sing Along,https://www.youtube.com/watch?v=1rFXLztqMSw,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-02-28 19:41:10+04:00,2022,2,0,After Work Hours,19
Five Little Ducks | Eli Kids Song & Nursery Rhymes Compilations,https://www.youtube.com/watch?v=kRQCiw2slfc,,,2022-02-28 19:36:56+04:00,2022,2,0,After Work Hours,19
Data Science Certificate vs Bootcamp vs Masters Degree,https://www.youtube.com/watch?v=Q9FjwzKFPuM,Ken Jee,https://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg,2022-02-28 17:45:09+04:00,2022,2,0,After Work Hours,17
Ronny Chieng Explains Why Chinese People Love Money | Netflix Is A Joke,https://www.youtube.com/watch?v=O_KpLrHCAx0,Netflix Is A Joke,https://www.youtube.com/channel/UCObk_g1hQBy0RKKriVX_zOQ,2022-02-28 17:43:24+04:00,2022,2,0,After Work Hours,17
The Wheels On The Bus Nursery Rhyme & Kindergarten Songs for Babies,https://www.youtube.com/watch?v=8-93_TmkKfc,Kids TV - Nursery Rhymes And Baby Songs,https://www.youtube.com/channel/UC7Pq3Ko42YpkCB_Q4E981jw,2022-02-28 08:02:28+04:00,2022,2,0,Early Morning,8
The Wheels On the Bus Go Rounds and Round | @CoComelon  | Kids Karaoke Mix!,https://www.youtube.com/watch?v=ztEmqebRTNo,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-02-28 07:56:46+04:00,2022,2,0,Early Morning,7
小兔子乖乖 | 經典兒歌 | 國語童謠 | 最好聽的兒歌 | 貝瓦兒歌,https://www.youtube.com/watch?v=rFrQMUx_OJs,貝瓦兒歌 - 經典童謠 - 卡通動畫 - 最好的儿歌,https://www.youtube.com/channel/UC8iaBqk3DS865Up2qxHsKUQ,2022-02-28 07:47:58+04:00,2022,2,0,Early Morning,7
【可一儿歌】071 数鸭子丨KeYi Children's Song丨【三淼儿童官方频道】,https://www.youtube.com/watch?v=O9VThatMj8U,三淼儿童官方频道,https://www.youtube.com/channel/UC8xZAev47vmdVdel-CnB83g,2022-02-28 07:40:13+04:00,2022,2,0,Early Morning,7
"How convolutional neural networks work, in depth",https://www.youtube.com/watch?v=JB8T_zN7ZC0,Brandon Rohrer,https://www.youtube.com/channel/UCsBKTrp45lTfHa_p49I2AEQ,2022-02-27 21:34:37+04:00,2022,2,1,After Work Hours,21
Neural Networks Part 8: Image Classification with Convolutional Neural Networks (CNNs),https://www.youtube.com/watch?v=HGwBXDKFk9I,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-27 21:34:02+04:00,2022,2,1,After Work Hours,21
Neural Networks Part 7: Cross Entropy Derivatives and Backpropagation,https://www.youtube.com/watch?v=xBEh66V9gZo,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-27 21:02:28+04:00,2022,2,1,After Work Hours,21
Neural Networks Part 6: Cross Entropy,https://www.youtube.com/watch?v=6ArSys5qHAU,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-27 20:53:09+04:00,2022,2,1,After Work Hours,20
Neural Networks Part 5: ArgMax and SoftMax,https://www.youtube.com/watch?v=KpKog-L9veg,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-27 20:35:29+04:00,2022,2,1,After Work Hours,20
Neural Networks Pt. 4: Multiple Inputs and Outputs,https://www.youtube.com/watch?v=83LYR-1IcjA,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-27 20:34:41+04:00,2022,2,1,After Work Hours,20
"Sesame Street: Healthy Teeth, Healthy Me: Brushy Brush PSA",https://www.youtube.com/watch?v=wxMrtK-kYnE,Sesame Street,https://www.youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg,2022-02-27 20:31:04+04:00,2022,2,1,After Work Hours,20
Five Little Ducks + More | Kids Songs and Nursery Rhymes | Super Simple Songs,https://www.youtube.com/watch?v=LrAtBtQnvCE,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-27 18:36:28+04:00,2022,2,1,After Work Hours,18
If You're Happy And You Know It Spin Around | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=04KMI21kFnc,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-27 18:32:45+04:00,2022,2,1,After Work Hours,18
This Is The Way | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=4XLQpRI_wOQ,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-27 18:30:08+04:00,2022,2,1,After Work Hours,18
Learn How To Drive A Tractor Song! | Fun #Learning with #LittleBabyBum | #NurseryRhymes for Kids,https://www.youtube.com/watch?v=6bTfWEbXdl8,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-02-27 18:28:28+04:00,2022,2,1,After Work Hours,18
The Wheels On The Bus  | ft. Carl's Car Wash | Super Simple Songs,https://www.youtube.com/watch?v=JXBL3h5wK0I,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-27 18:26:16+04:00,2022,2,1,After Work Hours,18
The Wheels On The Bus (Noodle & Pals Version) | Super Simple Songs,https://www.youtube.com/watch?v=yWirdnSDsV4,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-27 18:25:42+04:00,2022,2,1,After Work Hours,18
Five Little Ducks | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=pZw9veQ76fo,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-27 18:22:38+04:00,2022,2,1,After Work Hours,18
The Wheels On the Bus Go Rounds and Round | @CoComelon  | Kids Karaoke Mix!,https://www.youtube.com/watch?v=ztEmqebRTNo,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-02-27 18:17:15+04:00,2022,2,1,After Work Hours,18
Five Little Ducks | Eli Kids Song & Nursery Rhymes Compilations,https://www.youtube.com/watch?v=kRQCiw2slfc,,,2022-02-27 18:10:35+04:00,2022,2,1,After Work Hours,18
How I'm figuring out what to do with my life,https://www.youtube.com/watch?v=qSlGASiJV_4,Tina Huang,https://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,2022-02-27 13:55:09+04:00,2022,2,1,Working Hours,13
What it’s like being a data scientist,https://www.youtube.com/watch?v=uJE_nOIetgE,Tina Huang,https://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,2022-02-27 13:41:49+04:00,2022,2,1,Working Hours,13
Wake Up Yoga  |  11-Minute Morning Yoga Practice,https://www.youtube.com/watch?v=UEEsdXn8oG8,Yoga With Adriene,https://www.youtube.com/channel/UCFKE7WVJfvaHW5q283SxchA,2022-02-27 09:27:38+04:00,2022,2,1,Working Hours,9
Old MacDonald Had A Farm | Nursery Rhymes | Super Simple Songs,https://www.youtube.com/watch?v=_6HzoUcx3eo,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-27 08:35:44+04:00,2022,2,1,Early Morning,8
Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-27 08:28:55+04:00,2022,2,1,Early Morning,8
Neural Networks Part 5: ArgMax and SoftMax,https://www.youtube.com/watch?v=KpKog-L9veg,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-26 22:10:05+04:00,2022,2,1,After Work Hours,22
Neural Networks Pt. 4: Multiple Inputs and Outputs,https://www.youtube.com/watch?v=83LYR-1IcjA,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-26 21:56:07+04:00,2022,2,1,After Work Hours,21
Neural Networks Pt. 3: ReLU In Action!!!,https://www.youtube.com/watch?v=68BZ5f7P94E,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-26 21:48:24+04:00,2022,2,1,After Work Hours,21
"Sesame Street: Healthy Teeth, Healthy Me: Brushy Brush PSA",https://www.youtube.com/watch?v=wxMrtK-kYnE,Sesame Street,https://www.youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg,2022-02-26 20:12:54+04:00,2022,2,1,After Work Hours,20
10 min Morning Yoga Full Body Stretch - Yoga Without Props,https://www.youtube.com/watch?v=NziNgB22kzc,Yoga with Kassandra,https://www.youtube.com/channel/UCX32D3gKXENrhOXdZjWWtMA,2022-02-26 09:44:31+04:00,2022,2,1,Working Hours,9
10 min Morning Yoga Full Body Stretch - Yoga with Kassandra,https://www.youtube.com/watch?v=4pKly2JojMw,Yoga with Kassandra,https://www.youtube.com/channel/UCX32D3gKXENrhOXdZjWWtMA,2022-02-25 07:32:48+04:00,2022,2,0,Early Morning,7
Backpropagation Details Pt. 2: Going bonkers with The Chain Rule,https://www.youtube.com/watch?v=GKZoOHXGcLo,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-24 22:40:43+04:00,2022,2,0,After Work Hours,22
Backpropagation Details Pt. 1: Optimizing 3 parameters simultaneously.,https://www.youtube.com/watch?v=iyn2zdALii8,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-24 22:16:13+04:00,2022,2,0,After Work Hours,22
Neural Networks Pt. 2: Backpropagation Main Ideas,https://www.youtube.com/watch?v=IN2XmBhILt4,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2022-02-24 22:08:59+04:00,2022,2,0,After Work Hours,22
Benedict Cumberbatch's Most Awkward Moment | The Graham Norton Show,https://www.youtube.com/watch?v=BhK9FJxZ5Fc,The Graham Norton Show,https://www.youtube.com/channel/UC4PziMH5MvvsmqM0VCZTy-g,2022-02-24 22:07:24+04:00,2022,2,0,After Work Hours,22
Emily Blunt Wishes John Krasinski Would Be Less American | The Graham Norton Show,https://www.youtube.com/watch?v=kzJLVWnzLqA,The Graham Norton Show,https://www.youtube.com/channel/UC4PziMH5MvvsmqM0VCZTy-g,2022-02-24 22:04:20+04:00,2022,2,0,After Work Hours,22
Jimmy O. Yang Gets Heckled By An Old Lady,https://www.youtube.com/watch?v=da0TgztJsdw,Comedy Dynamics,https://www.youtube.com/channel/UCDUhp92NhqVc0K3jSmWhgvA,2022-02-24 22:02:06+04:00,2022,2,0,After Work Hours,22
Chinese English Names - Jimmy O. Yang,https://www.youtube.com/watch?v=23BhM_5EGc8,Jimmy O Yang,https://www.youtube.com/channel/UCi2rNogXeswPLmcHxl7tHPA,2022-02-24 22:00:42+04:00,2022,2,0,After Work Hours,22
Russia Launches Full-Scale Invasion of Ukraine,https://www.youtube.com/watch?v=OBVdAslh89E,NBC News,https://www.youtube.com/channel/UCeY0bbntWzzVIaj2z3QigXg,2022-02-24 21:59:50+04:00,2022,2,0,After Work Hours,21
Baby John's First Haircut | Nursery Rhymes and Kids Songs by Little Angel,https://www.youtube.com/watch?v=bwFKymFqZKQ,Little Angel: Nursery Rhymes & Kids Songs,https://www.youtube.com/channel/UCNzsYU0aWwjERj-9Y9HUEng,2022-02-24 19:31:23+04:00,2022,2,0,After Work Hours,19
Wheels on the Bus! | @CoComelon | Kids Learn! | Nursery Rhymes | Sing Along,https://www.youtube.com/watch?v=C3TtWQ2ZPbI,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-02-24 19:28:24+04:00,2022,2,0,After Work Hours,19
Hello Hello! Can You Clap Your Hands? | Original  Kids Song | Super Simple Songs,https://www.youtube.com/watch?v=fN1Cyr0ZK9M,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-24 19:26:54+04:00,2022,2,0,After Work Hours,19
Open Shut Them | Super Simple Songs,https://www.youtube.com/watch?v=RNUZBHlRH4Y,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-24 19:25:41+04:00,2022,2,0,After Work Hours,19
The Eensy Weensy Spider | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=bne3Ix_tJL8,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-24 19:23:14+04:00,2022,2,0,After Work Hours,19
Old MacDonald Had a Farm • Nursery Rhymes Song with Lyrics • Animated Cartoon for Kids,https://www.youtube.com/watch?v=dpnUYVezBVw,"Kids' Songs, from BusSongs.com",https://www.youtube.com/channel/UCKSd11cg6cShO7K6tIZUWjQ,2022-02-24 19:20:05+04:00,2022,2,0,After Work Hours,19
Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=e_04ZrNroTo,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-24 19:16:11+04:00,2022,2,0,After Work Hours,19
This Is The Way We Go To Bed | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=v1YjJmMvnOw,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-24 19:14:12+04:00,2022,2,0,After Work Hours,19
Five Little Ducks | Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=pZw9veQ76fo,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-24 13:38:35+04:00,2022,2,0,Working Hours,13
BINGO | Super Simple Songs,https://www.youtube.com/watch?v=9mmF8zOlh_g,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2022-02-24 13:37:35+04:00,2022,2,0,Working Hours,13
Wheels On The Vehicles | Street Vehicles For Kids | Nursery Rhymes and Songs For Children,https://www.youtube.com/watch?v=FQFrWaYmOCs,Kids TV - Cars & Vehicles Baby Songs,https://www.youtube.com/channel/UChPCf8M75i8uRzvGjhXOIVw,2022-02-24 13:24:15+04:00,2022,2,0,Working Hours,13
The Ant and the Grasshopper | CoComelon Nursery Rhymes & Kids Songs,https://www.youtube.com/watch?v=TOTd78ZTDGE,Cocomelon - Nursery Rhymes,https://www.youtube.com/channel/UCbCmjCuTUZos6Inko4u57UQ,2022-02-24 08:29:18+04:00,2022,2,0,Early Morning,8
Yes Yes Table Manners Song | @CoComelon | Kids Learn! | Nursery Rhymes | Sing Along,https://www.youtube.com/watch?v=bdce8L7_Mqs,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,2022-02-24 08:20:18+04:00,2022,2,0,Early Morning,8
